SampleIdx,F_990Hz,F_992Hz,F_994Hz,F_996Hz,F_998Hz,F_1000Hz,F_1002Hz,F_1004Hz,F_1006Hz,F_1008Hz,F_1010Hz
16208,5473.87,54419.11,25108.26,5476.98,18538.55,111023.25,20508.99,7270.19,34277.76,936.66,13496.48
16224,5521.15,54869.81,25464.46,5455.68,18664.44,110304.70,20586.31,7089.89,34504.59,942.30,13771.84
16240,5584.89,55416.54,25896.89,5458.23,18862.56,109400.04,20600.96,6858.42,34881.57,977.33,14130.45
16256,5657.46,55950.03,26313.71,5490.06,19095.40,108518.91,20539.58,6633.95,35316.16,1034.00,14468.56
16272,5666.85,56153.36,26491.93,5488.49,19183.53,108120.45,20529.73,6530.19,35519.94,1062.36,14631.56
16288,5734.34,56445.45,26692.89,5554.79,19357.59,107724.22,20380.97,6438.37,35771.54,1108.27,14719.04
16304,5759.41,56697.18,26901.41,5584.57,19502.99,107268.66,20285.09,6327.31,36043.65,1155.79,14848.70
16320,5747.11,56867.49,27077.01,5584.59,19608.35,106834.50,20232.96,6216.68,36303.42,1200.97,14989.08
16336,5739.56,57078.30,27286.13,5599.38,19750.77,106340.48,20135.88,6099.21,36600.32,1255.59,15103.55
16352,5713.82,57313.55,27543.02,5611.34,19927.01,105711.06,20013.00,5952.32,36978.68,1326.88,15231.79
16368,5693.19,57435.93,27687.89,5619.49,20033.28,105347.70,19929.51,5871.74,37195.14,1368.90,15279.91
16384,5666.20,57408.15,27700.54,5604.40,20041.44,105245.08,19924.47,5843.25,37266.79,1382.78,15303.01
16400,5650.72,57325.07,27646.52,5583.93,19999.60,105297.12,19961.42,5845.13,37255.35,1380.60,15320.03
16416,5713.83,57194.98,27437.76,5581.49,19838.58,105858.58,20103.09,5958.87,36951.78,1323.03,15306.63
16432,5771.36,57141.45,27307.57,5589.11,19734.79,106258.22,20200.23,6041.70,36735.64,1282.98,15304.22
16448,5866.96,57150.25,27177.51,5617.12,19621.72,106778.29,20318.53,6153.63,36451.20,1231.74,15314.48
16464,6001.89,57318.15,27128.35,5690.46,19562.65,107334.05,20400.75,6295.91,36102.47,1169.72,15299.15
16480,6218.96,57747.23,27180.88,5845.00,19558.29,108104.88,20469.98,6522.43,35563.59,1076.38,15266.97
16496,6361.63,57967.03,27159.91,5924.91,19499.63,108670.59,20583.21,6658.20,35249.25,1026.92,15326.57
16512,6483.22,57979.91,26994.19,5933.68,19320.35,109232.09,20806.64,6725.69,35108.01,1013.84,15506.65
16528,6620.37,58049.54,26850.33,5954.76,19144.32,109823.05,21042.53,6794.58,34977.22,1006.08,15710.92
16544,6812.64,58122.40,26626.88,5967.09,18871.36,110604.67,21398.52,6851.24,34909.17,1019.74,16024.57
16560,6927.27,58142.89,26477.00,5963.06,18695.49,111031.80,21616.43,6862.39,34930.23,1039.62,16208.11
16576,7030.86,58131.38,26319.55,5945.50,18521.45,111371.25,21815.44,6847.83,35011.49,1068.06,16360.28
16592,7199.76,58246.38,26155.95,5953.26,18290.06,111931.77,22114.47,6839.93,35121.03,1112.50,16592.23
16608,7494.09,58703.46,26048.64,6046.21,17981.67,113016.25,22617.63,6883.85,35213.59,1181.99,17016.15
16624,7786.79,59025.62,25847.29,6084.21,17617.94,113908.98,23111.45,6841.27,35512.54,1280.88,17334.02
16640,8124.72,59093.90,25410.04,6013.41,17100.25,114537.88,23624.91,6645.09,36162.52,1425.63,17473.18
16656,8507.87,59386.53,25059.06,5999.96,16583.44,115344.67,24201.48,6465.29,36838.62,1586.53,17623.78
16672,8828.42,59881.58,24920.91,6068.55,16202.57,116235.00,24735.82,6364.89,37358.29,1729.87,17807.88
16688,9024.26,60392.53,24957.93,6176.85,15994.21,117004.71,25136.12,6338.58,37669.09,1833.79,17986.99
16704,9052.76,60784.07,25149.67,6302.21,15993.06,117568.09,25354.73,6404.71,37698.73,1885.14,18199.05
16720,9104.94,61222.42,25327.38,6430.91,15945.77,118188.36,25625.81,6438.90,37836.12,1956.74,18372.70
16736,9270.93,61624.79,25314.82,6492.26,15730.81,118659.22,25918.93,6345.02,38217.34,2039.24,18326.82
16752,9449.13,62192.25,25364.26,6595.93,15482.85,119304.50,26301.60,6233.10,38705.29,2146.06,18253.08
16768,9527.03,62750.16,25540.79,6739.16,15341.17,120011.33,26668.74,6180.09,39097.34,2250.93,18248.39
16784,9622.59,63037.06,25549.30,6781.85,15200.63,120266.25,26836.75,6102.59,39355.77,2293.47,18145.64
16800,9759.03,62881.54,25287.74,6662.54,15094.92,119801.99,26664.65,6032.84,39292.18,2232.68,18013.93
16816,9872.17,62741.86,25070.77,6560.93,15024.74,119389.99,26500.35,5992.45,39190.88,2177.58,17942.53
16832,10096.28,62688.79,24733.48,6415.94,14849.35,118771.41,26266.69,5897.87,39073.43,2085.99,17791.14
16848,10280.36,62570.92,24432.05,6277.13,14748.27,118158.64,26009.77,5860.50,38861.09,2000.59,17754.67
16864,10558.38,62583.68,24046.34,6110.16,14557.07,117363.86,25684.10,5788.79,38597.85,1881.73,17692.65
16880,10924.77,62769.51,23597.68,5925.90,14277.41,116402.08,25293.31,5691.78,38271.25,1733.12,17634.23
16896,11290.20,62983.30,23161.96,5745.86,14021.93,115408.06,24876.11,5632.20,37869.94,1589.73,17672.70
16912,11563.20,63117.16,22829.54,5603.64,13867.07,114611.67,24528.42,5629.67,37491.44,1489.44,17797.30
16928,11851.26,63541.77,22545.77,5497.50,13603.03,113823.12,24193.65,5579.77,37131.15,1370.70,17892.46
16944,12104.85,63863.27,22280.18,5390.97,13416.37,113068.72,23861.06,5584.48,36738.62,1279.25,18074.15
16960,12432.27,64176.11,21912.78,5233.56,13255.07,112046.42,23398.79,5661.22,36164.69,1191.26,18420.06
16976,12835.63,64691.86,21483.14,5053.04,13038.11,110745.16,22809.32,5777.88,35417.16,1094.29,18908.88
16992,13289.72,65403.26,21021.80,4862.82,12786.55,109223.61,22120.28,5945.86,34530.45,1006.06,19533.89
17008,13798.74,66267.79,20518.25,4656.67,12536.19,107476.32,21331.95,6191.71,33513.69,946.00,20301.03
17024,14193.95,67067.76,20143.02,4506.39,12334.24,106026.03,20679.15,6427.10,32666.84,922.77,20972.86
17040,14438.19,67740.73,19925.08,4422.74,12170.09,104987.98,20211.08,6607.70,32053.58,918.91,21474.16
17056,14731.39,68361.70,19638.83,4304.06,12080.50,103865.53,19715.99,6852.73,31450.13,955.68,21970.24
17072,15008.13,69044.76,19368.80,4191.74,11999.83,102721.48,19217.47,7123.00,30866.20,1014.55,22445.45
17088,15291.06,69670.68,19083.94,4070.20,11975.87,101638.13,18760.24,7406.89,30383.09,1097.60,22820.84
17104,15575.83,69922.61,18777.31,3932.67,12089.43,100963.44,18506.33,7622.54,30220.74,1184.90,22904.17
17120,15796.80,70362.63,18539.55,3826.84,12138.53,100198.61,18208.47,7853.29,29998.10,1276.06,23028.50
17136,15894.02,71216.66,18429.08,3778.96,12040.60,99109.67,17750.33,8156.48,29550.62,1387.01,23330.32
17152,15857.61,72142.83,18453.98,3791.11,11861.86,98033.61,17278.66,8456.40,29045.56,1498.49,23685.24
17168,15934.06,72774.50,18352.18,3743.74,11846.75,97247.41,16977.24,8695.80,28855.00,1601.67,23742.29
17184,15960.01,73269.25,18300.68,3717.65,11828.28,96645.56,16748.68,8882.24,28728.44,1684.49,23754.20
17200,15902.17,73358.79,18358.10,3742.65,11773.11,96508.12,16674.38,8928.21,28627.56,1705.43,23824.32
17216,15850.91,73412.94,18408.42,3764.09,11729.11,96405.14,16617.59,8964.65,28555.24,1722.88,23866.23
17232,15802.29,73652.34,18434.20,3770.47,11696.45,96093.97,16496.53,9063.18,28505.71,1767.58,23830.39
17248,15678.43,73742.35,18558.96,3823.60,11594.45,95871.72,16371.59,9145.51,28355.96,1807.92,23900.15
17264,15482.87,73518.27,18817.43,3945.62,11391.75,95830.08,16246.29,9202.96,28024.73,1847.60,24161.42
17280,15328.99,73219.38,19052.30,4060.77,11208.38,95850.25,16145.80,9249.27,27715.84,1885.52,24405.27
17296,15108.04,73342.20,19280.80,4155.85,11041.89,95397.89,15917.30,9419.15,27544.69,1966.16,24381.14
17312,14784.07,73460.21,19637.69,4307.07,10789.92,94721.97,15574.47,9681.89,27312.06,2091.06,24302.30
17328,14543.67,73324.89,19970.60,4460.02,10550.57,94282.77,15301.95,9891.63,27057.40,2199.66,24289.28
17344,14217.32,73240.66,20410.31,4657.09,10253.90,93562.62,14920.60,10200.67,26837.81,2346.45,24123.21
